Report generated on: 03-06-2023 12:08:31
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-EGY-TBPD.A","        Egypt","164.9999808219178","149.9999287671233","235.00004657534245","330.0000519125683","414.9999698630137","485.0002712328767","524.9999808219178","594.9997377049181","597.9997589041096","670.000098630137","727.0287698630137","821.9999016393442","887.0000630136987","813.0001260273973","896.0000082191781","848.0000601092896","865.0003315068493","873.0007260273973","874.0011232876712","881.2188469945355","898.1","903.8054794520548","929.5","933.6666666666666","869.7575342465753","848.3054794520548","872.5890410958904","793.3373379353444","748.0604841268274","742.5516913274138","744.0953803580328","700.0920300546449","682.7735479452055","662.735904109589","658.8939726027397","668.9829071038251","680.2043287671233","694.9824246575342","702.2116438356164","704.8338196721312","707.3573835616438","707.0174520547945","717.4431643835617","685.4975136612022","711.5735257534246","729.8128230136987","716.8338123287672","681.5823172131147","659.8219063208123"
"INTL.53-1-SLV-TBPD.A","        El Salvador","","","","","","","","0","0","0","0","0","0","0.00263546031890413","-0.047689205260274","-0.0552833555857924","0.0150815799479452","-0.0615051709030137","-0.1","-0.0431070222896176","-0.017","0","0","-0.1","-0.3","-0.5","-0.6","-0.591263548147541","-0.669295752635616","-0.277765109912329","-0.10588980609863","-0.204","0.966","5.308","4.297","4.197","1.823","-0.442","-0.305","-0.254","0.003","0.003","0","0","0.003","0.003","0.003","0.003","0.003"
"INTL.53-1-GNQ-TBPD.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","1.6","4.5","5.010958904109589","5.001643835616439","17","52.42191780821918","83","102","167.50000000000014","181.43835616438355","212.56164383561645","206.46587671232896","368.20765027322403","375.4767123287671","362.86575342465756","368.52876712328765","359.20315300546446","346.01606849315067","322.7103835616438","298.8880328767123","310.4","290.7972602739726","278","268","244","202.77876712328768","184.98438356164382","166.76712328767124","157.56284153005464","142.56164383561645"
"INTL.53-1-ERI-TBPD.A","        Eritrea","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","-0.3","-0.3","-0.3","-0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-EST-TBPD.A","        Estonia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.0825932803278689","-0.066","0","0","0","7.3","4.4","3","4.747","5.133617438334246","5.530404006728767","6.137964571539726","6.592","6.9","7.28","7.400021917808219","7.6","9","10","11","11","13","13","16","14","18.391846575342466","21.556101369863015","22.591887671232875","22.91243442622951","21.843742465753426"
"INTL.53-1-SWZ-TBPD.A","        Eswatini","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431","0.551","0.827","0.827","0.775","0.81","0.775","0","0","0","0","0"
"INTL.53-1-ETH-TBPD.A","        Ethiopia","","","","","","","","0","0","0","0","0","0","-0.3","-0.3","-0.3","-0.3","-0.3","-0.05196","-0.1","-0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.167","0.211","0.296","0.354","0","0","0","0","0"
"INTL.53-1-FLK-TBPD.A","        Falkland Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-FRO-TBPD.A","        Faroe Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-FJI-TBPD.A","        Fiji","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-FIN-TBPD.A","        Finland","","","","","","","","-0.4","0.8","2","3.1","4.2","4.2","4.8","5.4","5.4","5.2","5.7","6.6","7.4","7.532","8.9","9.2","8.9","8.4","9.1","9","8.2796912568306","7.80039726027398","9.0128383561644","9.28444657534246","9.155","9.171","10.111","9.789","8.362","8.2552","14.7762","12.902299999999999","14.0008","15.199","16.245","16.5121","9.3942","13.6221","14.8343","16.4589","16.0127","16.73502354803338"
"INTL.53-1-CSK-TBPD.A","        Former Czechoslovakia","","","","","","","","2.1","2.1","2.1","2.1","-4.5","-4.3","-2.7","-2.2","-0.8","-0.2","0.8","2.1","2.2","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","--","--","--","--","--"
"INTL.53-1-SCG-TBPD.A","        Former Serbia and Montenegro","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","23","22.7","26.9","24.9","24.8","22.9","21.4","20.9","18.74294896397268","18.15929524798904","17.16276823438904","16.55188671376438","16.412","15.585643835616438","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-SUN-TBPD.A","        Former U.S.S.R.","8323.972602739726","8912.035616438356","9523.032876712328","10060","10602.934246575342","11105.117808219178","11384.219178082192","11705.934426229509","11850.063013698631","11911.928767123287","11971.753424657534","11860.74863387978","11584.745205479452","11894.824657534247","12050.162520502225","12053.431647683778","11715.091110914716","10975.042966439616","9992.004236297558","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","--","--","--","--","--"
"INTL.53-1-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","88","88","89","87","84","90","87","90","87","77","72","68","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","--","--","--","--","--"
"INTL.53-1-FRA-TBPD.A","        France","","","","","","","","83","92","86","89","93","106","107","111","119","116","112","113","114","112.96930136986302","116.15342465753425","111.25479452054795","105.1639344262295","97.56575342465753","88.89315068493151","92.75287671232877","93.20904371584703","90.13302876712332","86.21381232876712","90.23642602739721","89.10520218579235","84.2497397260274","89.19898630136986","74.63250684931506","75.0559","69.55148493150685","126.49473150684932","121.27183698630137","117.82286612021856","119.0561397260274","120.94548630136987","122.89583287671233","106.20428895088526","110.2771850550137","116.36322382167123","99.63383575342466","105.55833060109289","107.91239986377091"
"INTL.53-1-GUF-TBPD.A","        French Guiana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-PYF-TBPD.A","        French Polynesia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GAB-TBPD.A","        Gabon","150","202","223","223","222","209","203","175","151","156","157","157","172","166","155","159","208","269.91506849315067","293.97534246575344","297.6502732240437","313.35479452054796","328.44794520547947","364.5068493150685","368.0606557377049","370.2287671232877","351.66712328767125","330.827397260274","314.79175632566125","269.80234949957793","251.04816599793415","241.1596041259178","238.77091256830602","266.0289095890411","236.88272602739727","243.8965890410959","247.76461202185791","241.95476712328767","245.3677123287671","240.87842465753425","229.69","219.648","219.669","213.02476712328766","210.52467213114755","198.54231506849314","195.52461643835616","201.46582191780823","173.33587978142077","174.7152686187853"
"INTL.53-1-GMB-TBPD.A","        Gambia, The","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GEO-TBPD.A","        Georgia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","2.9","1.998","1.8084931506849315","1","1.2","2.675342465753425","2.1915068493150685","2.2","1.99002698416306","2.107825120241096","1.4624804019287672","2.780702261819178","1.979","1.977","0.995","0.984","0.9799","0.99394","1","1","1.005667","1","1","0.7948020547945206","0.39549","0.4123739726027397","0.37240438356164385","0.3373608219178082","0.31283071038251364","0.2910526988793737"
"INTL.53-1-DEU-TBPD.A","        Germany","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","148","132","137.492","138.57260273972602","138","137.41256830601094","134","140","141","150.96042076502738","146.63111027397258","154.3158856164384","160.0749924657534","147.34046448087432","177.50202739726026","193.18642465753425","145.46402739726028","152.01526721311475","148.35620684931507","205.3683","210.3131","203.2896","198.59058356164385","193.9047712328767","186.43361369863013","172.48243717298908","165.91460089041095","169.2988294249315","162.12985953424658","185.58012076502732","188.7047877555778"
"INTL.53-1-DDR-TBPD.A","        Germany, East","","","","","","","","-6.2","-6.6","-7","-5.6","3.9","0.6","1.1","1.8","2.2","2.5","4","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","--","--","--","--","--"
"INTL.53-1-DEUW-TBPD.A","        Germany, West","","","","","","","","124","108","117","129","140","148","148","143","155","149","151","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","--","--","--","--","--"
"INTL.53-1-GHA-TBPD.A","        Ghana","","","","","","","","2","2","2","2","2","1","0.2","0.0942857696547944","0.0856578000000001","-0.0566719908712329","-0.0415219847999999","0.2","1.2","1.8","1.4","4","6.6","5.2","5","6","7.131866035202186","7.183325132756164","7.433176945364383","7.477409820405479","8.574","7.399","7.081","7.691","7.1769","6.7683","8.314141095890411","77.54802876712328","79.0813912568306","98.64722876712328","105.57497808219178","102.94006438356165","98.92695573770492","151.33582739726026","173.2359780821918","200.8592506849315","202.0483317769215","186.359062561988"
"INTL.53-1-GIB-TBPD.A","        Gibraltar","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GRC-TBPD.A","        Greece","","","","","","","","1","10","24","29","31","30","24","25","24","21","19","19","20","15.567","14.446575342465753","12.2","10.7","11.57945205479452","9.593150684931507","3.23972602739726","7.650546448087461","8.016152054794539","6.636198630137009","5.41931232876711","5.238065573770492","5.746493150684931","6.5843561643835615","5.1375753424657535","6.382800000000001","5.709271232876712","9.802846575342466","8.707684931506849","10.339398907103826","10.214875342465753","10.651043835616438","10.614512328767121","13.295831147540984","12.16981506849315","15.055598630136988","16.01657260273973","13.983020765027323","14.512479791155027"
"INTL.53-1-GRL-TBPD.A","        Greenland","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GRD-TBPD.A","        Grenada","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GLP-TBPD.A","        Guadeloupe","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GUM-TBPD.A","        Guam","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GTM-TBPD.A","        Guatemala","","","","","","","","5","5","6","7","5","3","5.1","4","3","4","3.9","4.4","4.6","6.813698630136987","8.091780821917808","9.42876712328767","12.630601092896175","16","23.767123287671232","22.8","20.504035409475442","20.94088331646025","17.903083418936987","21.994520547945207","19.811475409836067","17.173424657534248","21.464657534246577","18.7408","18.441391967213114","16.54077","14.97761904109589","14.973369863013698","14.606248852459016","13.998994520547946","14.067373561643835","12.56789698630137","12.828026338797814","13.672792937009122","13.55705862176501","12.837590669499951","11.76231387978142","10.322037657120783"
"INTL.53-1-GIN-TBPD.A","        Guinea","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GNB-TBPD.A","        Guinea-Bissau","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-GUY-TBPD.A","        Guyana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1698630136986303","74.30601092896174","110.2"
"INTL.53-1-HTI-TBPD.A","        Haiti","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","","0","0","0","0","0","-0.0745701599999997","-0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.53-1-HND-TBPD.A","        Honduras","","","","","","","","0","0","0","0","0","0","-0.0145794559506849","-0.00804368174794517","-0.0130755757486339","-0.0614601498000001","-0.1","-0.1","-0.0950070362295082","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0","0","0.02","0.02","0.02","0.02","0.02"
"INTL.53-1-HKG-TBPD.A","        Hong Kong","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08","0.58","0.1","0.3","2.1","0.071","0.071","0.096","0.096","0.096","0.096","0.096"
"INTL.53-1-HUN-TBPD.A","        Hungary","","","","","","","","58","58","62","61","63","63","64","60","65","54","58","49","49","46.94093150684932","62.73424657534247","60.6","62.725136612021856","68.3","53.2","49.38493150684931","49.414989071038256","48.74077534246573","42.95740821917808","45.52934520547945","47.53492349726776","42.27912328767123","39.49431232876712","32.81738356164384","37.533334972677594","34.69905890410959","34.62242328767123","30.72528219178082","33.85487158469945","35.3886","30.012490410958904","33.1453","36.66363333333334","38.27827808219178","40.41692191780822","39.52169589041096","37.0459043715847","39.304695052116465"
"INTL.53-1-ISL-TBPD.A","        Iceland","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-IND-TBPD.A","        India","","","","","","","","186","329","395","485","525","626","646","627","655","724","682","639","602","577.8657534246576","650.7123287671233","769.4520547945206","751.0245901639345","779.6246575342466","761.3219178082192","764.6602739726028","772.9509444913606","784.6308131030848","815.8651649169425","818.333501688915","846.601150273224","834.4883808219178","871.3859890410959","873.9510273972603","873.7709327868853","867.7938109589041","951.4215493150685","992.0966602739726","998.6838142076502","993.5948931506849","990.3166219178082","994.5459342465754","980.6698393442623","986.162079780822","985.6854096438357","957.0704353424658","885.9262232240437","891.278928905625"
"INTL.53-1-IDN-TBPD.A","        Indonesia","","","","","","","","1659","1712","1431","1448","1498","1380","1426","1370","1369","1481","1537","1666","1577","1588.0779561643835","1589.0191780821917","1581.5849315068492","1638.4863387978141","1607.3109589041096","1616.3561643835617","1569.0821917808219","1530.278416440436","1433.5807876164392","1340.0315346027398","1245.3181628739726","1183.378344262295","1098.2837232876711","1035.1944931506848","984.3553397260274","1022.9585519125683","1001.6567479452054","1013.3607410958904","985.2394205479452","957.2503278688524","927.0567890410958","909.1904","861.9437438356165","940.999118579235","893.7166397260274","909.4651493150685","916.7774794520549","894.6906983606558","858.0648492804489"
"INTL.53-1-IRN-TBPD.A","        Iran","5861.432876712329","6021.8794520547945","5349.890410958904","5883.065573770492","5662.904109589041","5241.882191780822","3168.068493150685","1661.967213114754","1379.9561643835616","2213.8383561643836","2439.7561643835616","2174.3169398907103","2250.4741833508956","2034.986301369863","2298.0575342465754","2240.030054644809","2809.8739726027397","3087.9989890410957","3311.9997232876713","3429.098360655738","3591.0642273972603","3672.554794520548","3708.619178082192","3747.710382513661","3727.878082191781","3703.3671232876713","3621.1643835616437","3765.3851586885244","3799.991165890411","3523.968566109589","3833.034035863013","4104.208426229508","4238.583671232876","4149.3402602739725","4039.025684931507","4177.4809087431695","4177.604115068493","4271.964498630137","4266.265287671233","3594.7877267759563","3354.3651301369864","3486.8227410958903","3555.5519369863014","4438.250366666667","4779.400743835617","4558.912280821918","3281.936508219178","2990.4735978142076","3457.5316423498257"
"INTL.53-1-IRQ-TBPD.A","        Iraq","2017.8219178082193","1971.0082191780823","2261.980821917808","2414.9863387978144","2347.882191780822","2563.0109589041094","3477.0246575342467","2514.2322404371585","999.9013698630137","1012.1013698630137","1005.068493150685","1209.016393442623","1433.150684931507","1690.054794520548","2078.794520547945","2684.9590163934427","2897.1479452054796","2039.9998273972603","305.0002465753425","425","522.5986301369863","567.2342465753425","579.9","593.1437158469945","1172.3575342465754","2162.141095890411","2520.1767123287673","2581.968703306366","2408.821705461179","2039.7913391434959","1318.0444532804754","2020.5669453551914","1889.4195342465753","2009.4407397260275","2096.635490410959","2384.721398907104","2399.743095890411","2434.7455260273973","2661.6443835616437","3014.0093333333334","3081.9235616438355","3408.006095890411","4093.103821917808","4500.191393442623","4518.889931506849","4680.760890410959","4783.264863013698","4151.775579234973","4149.022057648205"
"INTL.53-1-IRL-TBPD.A","        Ireland","","","","","","","","-0.6","-0.2","-0.1","-0.1","-0.1","-0.1","-0.2","-0.2","-0.1","-0.0744301369863019","-0.2","-0.2","-0.2","-0.244","-0.4","-0.3","-0.3","-0.4","-0.4","-0.4","-0.406426229508195","-0.225065753424653","-0.119427397260274","-0.0420575342465731","-0.153","-0.051","-0.182","-0.557","-0.413","-0.256","1.261","0.276","0.5732","0.4","0.419","0.21","0.308","0.331","0.5396","0.7704","0.7611","0.7761548398382766"
"INTL.53-1-ISR-TBPD.A","        Israel","","","","","","","","35","36","1","1","1","1","1.6","1.4","1.5","0.8","0.9","-0.0547077864","0.1","1.264","2.9","3.1","3.5","2.1","3.4","3.1","3.66324057453005","3.9138665130411","2.74010636496767","3.19412274954959","5.951","3.709","3.972","4.768","5.3504","5.3563","5.0783","5.121800000000001","5.9913","5.4753","5.715500000000001","5.219199999999999","4.7322","4.4707","5.2118","5.6105","5.3036","5.800413885078256"
"INTL.53-1-ITA-TBPD.A","        Italy","","","","","","","","68","68","65","78","82","84","67","85","109","102","109","104","112","112.68724657534247","118.14657534246575","126.68219178082192","135.9983606557377","149.2890410958904","143.55342465753424","121.76986301369863","134.5217704918033","122.24008219178079","129.83887397260273","142.88928493150686","153.21066666666667","164.8132191780822","164.53946575342465","168.60986301369863","162.3997486338798","139.69701232876713","166.5125794520548","156.72488219178084","151.8888131147541","181.02674246575341","175.69587123287673","181.3312589041096","142.89876338797814","128.86810821917808","143.20344657534247","123.39835479452054","144.22060601092898","146.17164602525375"
"INTL.53-1-JAM-TBPD.A","        Jamaica","","","","","","","","0","0","0","0","0","0","-0.7","-0.4","-0.4","-0.5","-0.6","-0.4","-0.6","-0.2","-0.3","-0.5","-0.4","-0.4","-0.4","-0.2","-0.557608778240437","-0.411003673879452","1.306656849764384","2.050144081654794","1.507","1.842","4.585","4.346","5.734","6.102","1.277","2.312","2.354","2.345","2.455","-0.714","0.9349999999999999","2.279","2.27","2.26","2.3","2.234555962681362"
"INTL.53-1-JPN-TBPD.A","        Japan","","","","","","","","40","38","44","39","46","51","52","55","60","63","67","77","82","87.79272602739726","81.61232876712329","90.8","100.38743169398907","101.32356164383562","104.4","109.31780821917808","112.199081967213","121.05929657534247","120.17484246575331","116.568823287671","123.392","128.45482191780823","129.42","132.4438493150685","129.3512382513661","121.97666575342465","123.32590958904109","114.43363150684931","106.18023715846995","110.51495342465753","107.51598493150685","110.88347534246576","95.86183278688523","102.82995342465753","98.0851397260274","101.25742739726027","95.94632732240436","103.57303042704814"
"INTL.53-1-JOR-TBPD.A","        Jordan","","","","","","","","0","0","0","0","0","0","1.2","0.7","0.8","0.5","0.6","0.8","0.4","0.061","0.2","0.1","0.1","0.1","-0.3","-0.2","-0.48596084715847","-0.2665490104","-0.175099575846576","-0.141724531967123","-0.364","-0.259","-0.128","0.088","0.6779999999999999","0.5339","0.1414","0.409","0.3596","0.2972","0.4094","0.3174000000000001","0.3085","0.3204","0.3240000000000001","0.3282","0.3095","0.3366321637512257"
"INTL.53-1-KAZ-TBPD.A","        Kazakhstan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","443","406.70066575342463","416.40410958904107","414.83561643835617","458.62841530054646","521.9780821917808","526.9575342465754","605.0041095890411","725.62922348747","835.971185024356","967.5143645753425","1061.9737384588273","1245.8666775956285","1337.1727643835616","1387.865906849315","1445.649816438356","1430.7163169398907","1540.7687589041095","1608.0983602739725","1636.886284931507","1605.0036098360656","1657.6549328767123","1719.0226465753424","1750.679410958904","1697.5164535519125","1879.2251360091113","1965.4668268493149","1965.87763369863","1859.5557862714006","1863.5632480308996"
"INTL.53-1-KEN-TBPD.A","        Kenya","","","","","","","","1","1","1","1","1","1","-0.1","-0.0807109904712326","-0.0831322483065262","-0.0286971834246573","-0.1","-0.1","-0.1","-0.2","0","0","0","0","0","0","-0.0547916620163937","-0.0918375379013698","-0.165570567758904","-0.0799244994027398","-0.263","-0.161","-0.318","-0.136","-0.155","-0.144","0.3758","0.398","0.462","0.6626","0.8433","0.8325","0.8334","-0.0298","-0.0301","-0.0305","-0.0289","-0.031600244220696086"
"INTL.53-1-KIR-TBPD.A","        Kiribati","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-KWT-TBPD.A","        Kuwait","3019.9753424657533","2546.3424657534247","2083.6849315068494","2145.155737704918","1968.9315068493152","2131.0301369863014","2500.0575342465754","1656.1256830601094","1125.1890410958904","822.972602739726","1064.0328767123287","1156.6448087431695","1022.5780821917808","1419.0191780821917","1584.9506849315069","1491.5765027322404","1783.1150684931506","1174.9998547945206","189.99971506849315","1058.3820569601767","1896.3562520547946","2114.539726027397","2158.5109589041094","2153.793989071038","2121.968493150685","2206.4424657534246","2018.217808219178","2200.7336827618406","2125.5951580795554","2029.9107710441042","2268.3139222382206","2515.3817213114753","2671.9800821917806","2671.5124657534247","2603.4256493150683","2727.9229098360656","2504.671397260274","2449.2489589041097","2716.6907260273974","2833.8163551912567","2899.821","2891.949794520548","3060.352232876712","3180.606136612022","3025.003164383562","3058.648095890411","3017.1754383561642","2734.78525136612","2716.895738040163"
"INTL.53-1-KGZ-TBPD.A","        Kyrgyzstan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","2.3","2","1.616164383561644","2","2","1.8","1.7","1.6084931506849316","2.0298577990601094","2.010582055660274","1.5095168553424658","1.3581796973534246","1.365","1.958","1.979","0.946","0.9453","1","0.966","0.9632","0.9684","0.9643","1.005456","0.9783","0.9789","0.9728780821917808","0.8776876712328767","0.7936671232876712","0.735975956284153","0.6827860796762382"
"INTL.53-1-LAO-TBPD.A","        Laos","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LVA-TBPD.A","        Latvia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.3","0.3","0.5","0.9","1.2","1.186","1.229","1.9","1.429","1.581","1.249","0.922","1.241","1.91","1.595","1.595","1.595"
"INTL.53-1-LBN-TBPD.A","        Lebanon","","","","","","","","0","0","0","0","0","0","-0.6","-0.0546415737916773","0.3","0.3","0.3","0.3","0.3","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LSO-TBPD.A","        Lesotho","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LBR-TBPD.A","        Liberia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LBY-TBPD.A","        Libya","2175.019178082192","1520.9068493150685","1479.9397260273972","1933.0573770491803","2063.0219178082193","1982.9671232876713","2092.0986301369862","1786.8524590163934","1140.2219178082191","1149.964383561644","1105.3561643835617","1087.1584699453551","1058.6849315068494","1033.6986301369864","971.8630136986301","1174.7431693989072","1150.035616438356","1375.0002520547946","1483.150684931507","1432.9920796347678","1399.3802767123289","1416.4890410958903","1428.2","1447.3469945355191","1504.017808219178","1448.3780821917808","1376.958904109589","1469.345313299071","1427.8415309362192","1383.183180798778","1484.8876998028823","1582.2965792349726","1739.2928082191781","1864.5768356164383","1929.7029452054794","1941.4983333333332","1845.09431","1845.073","521.8751643835617","1547.7514262295083","1046.0929493150684","576.1498082191781","492.973602739726","478.7167923497268","912.8804109589041","1045.936904109589","1192.6352328767123","417.0947704918033","1251.7370438156995"
"INTL.53-1-LTU-TBPD.A","        Lithuania","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.5","3.7","5.2","5.6","6.40792349726776","7.134246575342465","9.474794520547945","8.351232876712329","9.550515416912571","13.48160875839452","13.437415216575339","12.36198317163288","11.411","9.833","8.375","7.619","9.8238","8.7729","9.1888","8.4324","8.7439","8.784699999999999","8.3903","8.6091","8.2037","9.2829","8.8787","8.7603","8.501600000000002","8.92044642802988"
"INTL.53-1-LUX-TBPD.A","        Luxembourg","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MAC-TBPD.A","        Macau","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MDG-TBPD.A","        Madagascar","","","","","","","","0","0","0","0","0","0","-0.2","-0.088766472736823","-0.1","-0.073126894679452","-0.0884082849342465","-0.1","-0.0347240229617486","-0.035","0","0","0","0","0","0","0.0691396345628415","0.084145742230137","0.089266399419178","0.0905877522136986","0.092","0.085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MWI-TBPD.A","        Malawi","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.327","0.345","0.345","0.345","0.345","0.431","0.517","0","0","0","0","0"
