Report generated on: 03-06-2023 12:08:31
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MYS-TBPD.A","        Malaysia","","","","","","","","284","265","307","366","451","451","513","508","551","597","630","657","667","660.4006684931506","676.286301369863","717.5931506849315","730.0273224043716","765.2027397260274","823.2013698630137","793.2301369863013","763.7091434401749","742.0985463318082","782.9174042785453","828.6818154276054","803.9334098360656","790.8508356164383","749.6182191780822","753.4441917808219","759.398980874317","718.035309589041","731.3715739726027","667.4353410958904","672.5986092896175","644.5055205479453","670.8242424657534","724.4397821917809","756.8867262295082","754.2967068493151","753.0010132141304","712.086421358236","655.3483142799716","610.9483442351744"
"INTL.53-1-MDV-TBPD.A","        Maldives","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MLI-TBPD.A","        Mali","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MLT-TBPD.A","        Malta","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","0.04","0.02","0.02","0.02","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MTQ-TBPD.A","        Martinique","","","","","","","","0","0","0","0","0","0","0.0291784018739726","0.0265173485315068","0.025351195863388","0.0488942633643835","0.0167727451726028","0.0185456604931506","0.0181593622786886","-0.1","0","0","0","0","0","0","-0.075082434136612","-0.0699218322575342","-0.0638301195452055","-0.0824618171671233","-0.09","-0.078","-0.097","-0.081","-0.0844","-0.215","-0.207","-0.22","-0.225","-0.229","-0.25","-0.247","-0.24","-0.25","-0.253","-0.256","-0.242","-0.264824077500866"
"INTL.53-1-MRT-TBPD.A","        Mauritania","","","","","","","","0","0","0","0","0","0","0","-0.3","0.2","0.1","0.1","0.1","-0.0466602249617486","-0.1","0","0","0","0","0","0","-0.0926584642896175","0","0","0","0","0","30.61917808219178","14.991780821917809","12.833333333333334","11.245219178082191","8.23223287671233","7.737641095890411","6.577076502732241","6.7504109589041095","6.003005479452055","5.2465753424657535","4.836065573770492","0","0","0","0","0"
"INTL.53-1-MUS-TBPD.A","        Mauritius","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.517","0.482","0.431","0.414","0.603","0.517","0.517","0","0","0","0","0"
"INTL.53-1-MEX-TBPD.A","        Mexico","464.6986301369863","571.2821917808219","705.054794520548","830.9262295081967","980.9561643835616","1209.0246575342467","1461.2410958904109","1936.1994535519125","2313.1835616438357","2748.150684931507","2689.4657534246576","2780.2868852459014","2744.849315068493","2434.8273972602738","2548.3698630136987","2511.846994535519","2520.0164383561646","2553.0264328767125","2679.7954328767123","2669.3197919482877","3139.80817260274","3159.3561643835615","3075.109589041096","3293.3060109289618","3422.345205479452","3501.4027397260274","3354.3739726027397","3460.0852049180326","3570.030169863014","3593.3492493150684","3807.677515068493","3847.932879781421","3784.0672191780823","3709.5777671232877","3500.289479452055","3185.621224590164","2996.855583561644","2974.8186438356165","2955.386273972603","2934.982157377049","2907.7364068493152","2813.74517260274","2615.5716178082193","2478.1006797814207","2245.236012328767","2079.0121698630137","1916.3405643835617","1933.643169945355","1923.6573540587494"
"INTL.53-1-MDA-TBPD.A","        Moldova","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MNG-TBPD.A","        Mongolia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.2","0.179","0.202","0.381","0.501","0.589","0.55","1.032","2.329","3.208","5.123","5.976","6.983295890410959","9.93450819672131","14.051495890410958","20.288024657534248","23.17655890410959","23.42622950819672","20","19.408860273972603","18.462572602739726","17.562166666666666","16.70334794520548"
"INTL.53-1-MNE-TBPD.A","        Montenegro","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MSR-TBPD.A","        Montserrat","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-MAR-TBPD.A","        Morocco","","","","","","","","2","2","2","2","2","2","-1.2","-0.060861756356164","0.2","-0.012583412390411","-0.7","-0.8","-0.8","-1.4","-1.5","-1.2","3.9","4.7","4.5","3.8","4.02364537482514","4.03491495306849","4.484379377232877","3.72307340163288","3.446","-1.05","-1.247","-1.342","-0.566","-0.48","-0.6130000000000001","-1.55","-0.781","-0.5259999999999999","0.0836","0.5586","0.16","0.16","0.1","0.07","0.05","0.025"
"INTL.53-1-MOZ-TBPD.A","        Mozambique","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.16","0.282","0","0","0","0","0"
"INTL.53-1-NAM-TBPD.A","        Namibia","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-NRU-TBPD.A","        Nauru","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-NPL-TBPD.A","        Nepal","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-NLD-TBPD.A","        Netherlands","","","","","","","","31","33","53","67","82","101","123","118","109","99","108","106","86","90.22190410958905","132.22739726027396","117.97260273972603","113.23770491803279","107.74246575342465","108.07397260273973","91.08493150684932","88.18552185792355","81.48512876712319","98.37822465753415","100.94784931506845","96.22225136612022","84.48846575342466","74.20928767123287","85.01553424657534","68.70740327868853","61.085694520547946","60.35758904109589","68.00412602739726","83.55896775956285","78.51276575342466","90.7699205479452","85.84010958904109","62.12827415998907","66.79251454292019","65.57215380549026","71.46230757757377","90.7754518487925","91.85766303609454"
"INTL.53-1-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","4","4","4","4","4","4","-0.0483607397260268","0.7","0.4","-0.2","-0.5","-1.2","-1.7","-1.5","-1.5","-1.4","-1.4","-1.5","-1.5","0","-0.757365722650274","-2.16916111288219","-1.00718342740822","-0.263680106350685","-0.029","-0.585","-0.738","0.531","0.634","-0.356","1.4944","0.8574","0.7974","-0.171","0.5589","0.7188","0.6970999999999999","0.7261000000000001","0.7347","0.7451","0.7044","0.7703699048457021"
"INTL.53-1-NCL-TBPD.A","        New Caledonia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-NZL-TBPD.A","        New Zealand","","","","","","","","9","12","17","18","20","24","43","44","53","57","59","58","58","59.75623287671233","57.37534246575343","47.92876712328767","46.82185792349727","68.05205479452054","57.11780821917808","52.25890410958904","47.679816939890735","43.941876712328764","40.99065205479452","31.81519726027397","27.939562841530055","27.77408219178082","25.800931506849317","47.597054794520545","65.28343989071038","60.721835616438355","62.71216301369863","55.244306849315066","51.446433879781424","45.150453424657535","51.49299863013699","52.86903150684931","45.85207595628415","26.837009589041095","25.89441095890411","24.440476712328767","21.910062841530056","20.630965912957457"
"INTL.53-1-NIC-TBPD.A","        Nicaragua","","","","","","","","0","0","0","0","0","0","-0.2","-0.2","-0.2","-0.2","-0.2","-0.1","-0.1","-0.082","0","0","0","-0.1","-0.5","-0.4","-0.386376080256831","-0.490559991835616","-0.39400428659726","-0.379577602854794","-0.436","-0.367","-0.412","-0.377","0.587","0.663","-0.161","-0.05","0.038","0.012","0.016","-0.196","-0.018","0.002","-0.001","-0.003","0.008","-0.00998355426342906"
"INTL.53-1-NER-TBPD.A","        Niger","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.747508767123287","20.3562","20.4775","20.4552","14.3854","13.3738","13.34567","12.3939","11.3995","9.874867759562841","8.412987017704927"
"INTL.53-1-NGA-TBPD.A","        Nigeria","2053.8465753424657","2255.1013698630136","1783.0602739726028","2067.0491803278687","2084.9424657534246","1896.978082191781","2301.909589041096","2054.8333333333335","1433.1972602739727","1294.9808219178083","1241.150684931507","1387.9234972677596","1494.7917808219179","1467.0246575342467","1340.695890410959","1450.0546448087432","1715.9506849315069","1810.0004383561643","1891.8003534246575","1942.5660865825214","1966.7547945205479","1936.4232876712329","1998.0534246575342","2006.7983606557377","2139.83698630137","2160.0575342465754","2136.26301369863","2169.135110770289","2261.4160535000274","2123.3229796777864","2278.592031963934","2331.6960027322402","2630.8603561643836","2442.25001369863","2352.755835616438","2168.7249907103824","2211.658887671233","2461.650497260274","2527.378884931507","2510.8542896174863","2361.2597082191783","2405.4324821917808","2234.3197931506847","1937.5029267759562","2019.1982643835615","1987.4909307461942","2019.662780114515","1870.0151902970572","1650.392980879996"
"INTL.53-1-NIU-TBPD.A","        Niue","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-PRK-TBPD.A","        North Korea","","","","","","","","0","0","0","0","0","0","0.6","0.6","0.4","0.5","0.6","0.7","0.9","0.9","0.7","0.6","0.3","0.3","0.8","0.6","0.668872640857923","0.14011367740274","0.141380833441096","0.138470335736986","0.141","0.121","0.093","0.118","0.118","0.07787","0.1163","0.1104","0.1093","0.1155","0.1068","0.1062","0.103","0.1073","0.1086","0.1109","0.1049","0.11471389448318925"
"INTL.53-1-MKD-TBPD.A","        North Macedonia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.4","-0.2","0","0","0","-0.2","-0.1","-0.1","-0.14587280847541","-0.189605899742466","-0.129910431654795","-0.0800561350136986","-0.078","-0.045","-0.044","-0.066","-0.093","-0.125","0.023","0.0182","0.0776","0.11008","0.1407795","0.231","0.236","0","0","0","0","0"
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NOR-TBPD.A","        Norway","31.999986301369862","34.999969863013696","188.99987397260273","278.9999781420765","280.00003287671234","355.99996438356163","403.00007397260276","485.8109262295082","474.45811232876713","492.3459424657534","614.9615123287671","707.2940136612021","772.596095890411","841.4901095890411","982.4860273972603","1113.0900655737705","1482.603087671233","1630.0080383561644","1870.8650547945206","2131.8848169398907","2384.5561205479453","2700.9260273972604","2909.9780821917807","3240.9710382513663","3289.4904109589042","3146.5780821917806","3148.1301369863013","3354.6092459016386","3422.983676712328","3341.8844904109587","3272.9566547945224","3196.587868852459","2978.131520547945","2786.472301369863","2564.893684931507","2464.24368579235","2351.4501643835615","2142.1659767123288","2046.4747232876712","1922.1463163934427","1842.1960465753425","1892.6728671232877","1952.3567780821918","1999.399924590164","1975.644594520548","1858.5242246575344","1742.76258630137","2007.1670759562844","2030.8475376005504"
"INTL.53-1-OMN-TBPD.A","        Oman","","","","","","","","284","321","326","377","417","502","563","587","622","650","693","706","744","779.5301369863014","814.4465753424657","859.0876712328767","891.0879781420765","907.8835616438356","903.6356164383561","913.5958904109589","972.0410551566438","915.4876236181203","899.4844513972603","823.0097903013699","754.2973306010929","780.5583287671233","743.8596438356165","714.8137123287671","759.8234344262295","818.7361616438357","869.3799342465753","891.3768123287671","924.3659087431694","944.9417780821918","951.4898410958904","989.4494397260274","1012.4714852459016","978.9465260273972","987.3099712328767","979.9821821917808","958.2885961748634","980.2050718410666"
"INTL.53-1-PAK-TBPD.A","        Pakistan","","","","","","","","11","11","13","14","18","36","42","42","45","48","62","63","64","62.2","57.43972602739726","61.8","57.6","59.5","57.81232876712329","56.83561643835616","56.7627887683224","63.37443955483288","67.93074379292052","64.33019053568219","66.592","68.12588767123287","69.25651232876713","74.14126301369863","68.10857923497268","66.86328082191781","69.15895046986302","70.3912","75.3825","85.3208","98.3536","93.29669863013699","88.60573224043716","105.61261643835617","106.65260273972603","102.04208219178082","91.21889617486339","99.53944766528967"
"INTL.53-1-PSE-TBPD.A","        Palestinian Territories","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-PAN-TBPD.A","        Panama","","","","","","","","1","1","1","1","1","0","-0.4","-0.5","-0.2","-0.1","-0.1","-0.6","-1.2","-1.2","-0.6","0","-1.3","-0.6","-0.8","-1.4","-1.30456834523497","-2.19515407654795","-0.139954058339726","0","0","0","0","0","0","0","0","0","0","0.305","0.685","0.262","0.446","0","0","0","0","0"
"INTL.53-1-PNG-TBPD.A","        Papua New Guinea","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.2","53","126.22465753424657","109.75616438356164","100.05753424657534","103.36065573770492","80.0986301369863","79.06301369863014","96.65753424657534","70.08530009071038","67.52336392657533","55.153424657534245","50.49315068493151","45.601234972677595","40.3043698630137","48.75189041095891","38.68101369863014","41.4577912568306","39.684645205479455","30.934620547945205","29.29094383561644","27.443901092896176","30.546516438356164","49.386944657534244","57.5657298630137","56.054223278688525","50.48460452054795","35.679056712328766","35.42040863013699","39.42060005464481","37.30180087498962"
"INTL.53-1-PRY-TBPD.A","        Paraguay","","","","","","","","0","0","0","0","0","0","0.0641602116821918","0.067812083787968","0.071955052517531","0.0771384433369794","0.1","0.074073259738771","0.0000768576628032863","0.052","0","0","0","0","0","0","-0.0026742810218579","-0.0024292951780822","-0.0092505323013698","-0.0057374298794521","0.091","0.627","0.8","1.1","1.7","2.2","2.45","2.639","2.945","3.313","3.571","4.837","4.687","2","2","2","2","2"
"INTL.53-1-PER-TBPD.A","        Peru","","","","","","","","200","199","201","174","187","193","177","162","140","129","128","114","115","125.53698630136986","127.51780821917808","129.7219178082192","120.6360655737705","119.41095890410959","115.67671232876712","107.25479452054795","99.56547352301642","95.99972198819728","96.64866991780822","92.01186038356163","93.77925136612022","112.14069589041095","119.04715342465754","115.93806849315068","121.7413781420765","148.54310684931508","159.60310273972604","158.1080178082192","158.97815628415302","173.55703698630137","178.4417698630137","154.68056301369862","141.22450109289616","140.02485616438355","139.88826164383562","145.47499616438355","130.22490765027322","125.35508601954399"
"INTL.53-1-PHL-TBPD.A","        Philippines","","","","","","","","16","3","9","14","13","10","7.9","5.5","5.9","4.7","3.8","2.6","7.3","7.8","6.113972602739726","3.0616438356164384","-1.6","-2.1","-1.5","-0.8","-0.42457191451366","7.837912370405479","10.432727152624647","14.096119505457533","24.307","25.771","26.287","25.38930410958904","27.154894535519126","39.2305","37.2208","38.4173","35.0211","40.7287","44.7374","34.732087671232875","31.9472","15.0822","15.1836","14.6575","14.401528415300547","14.758050848041092"
"INTL.53-1-POL-TBPD.A","        Poland","","","","","","","","8","8","5.5","5","5.8","5.8","6.4","5.7","5.7","4.4","4.5","5.1","6.6","8.328","8.5","8.2","9.1","10.4","13.8","17.8","22.806896174863375","24.793298630136988","23.017364383561645","22.54003835616438","34.791005464480875","39.2676301369863","40.228","35.23182191780822","35.968334972677596","33.046605479452055","37.64778904109589","36.07487123287671","43.143139344262295","52.910057534246576","53.55613424657534","51.67663835616438","50.84192513661202","31.713720547945204","41.22337260273972","40.37910684931507","38.88022732240437","37.35389394728784"
"INTL.53-1-PRT-TBPD.A","        Portugal","","","","","","","","-2.6","-2.3","-3.1","-2.8","-1.4","-0.8","-0.4","-0.4","0.3","-0.4","-0.3","-0.9","-1.2","-0.772","0.7","2.8","3","3.4","3.2","3.1","2.40889344262295","3.88536712328767","3.7453397260274","4.53724383561644","3.849","4.052","5.591","6.356315068493151","7.323098360655738","4.8217","10.1438","10.8888","8.6861","10.9772","11.0044","10.8307","10.579991781","11.506214795","11.491704712","11.176501000000002","11.9508","12.316839680162392"
"INTL.53-1-PRI-TBPD.A","        Puerto Rico","","","","","","","","0","-1","-2","-1","2.4","-1","-1","1","1","0.8","1.8","2.8","1.5","4.7","3.3","1.7","1.8","1.6","1.4","0.9","0.457210382513662","-0.132112328767123","0.436076030410959","0.721805876712329","1.354","1.349","0.085","1.328","0.663","0.538","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-QAT-TBPD.A","        Qatar","570.4520547945206","517.7698630136987","437.9506849315068","497.08469945355193","445.03561643835616","486.986301369863","508.07397260273973","471.77868852459017","405.21643835616436","329.8767123287671","294.94520547945206","394.37158469945354","301.47945205479454","307.9890410958904","293.05205479452053","345.9398907103825","380.11506849315066","406.00010684931505","395.0003616438356","395.7103825136612","470.30045479452053","466.9767123287671","498.6876712328767","562.9781420765028","622.5630136986301","783.3027397260274","778.7520547945205","879.0491333941856","880.2485769542797","870.7592706321753","1018.6268958997919","1162.0752759562843","1253.6066438356165","1283.6641506849314","1350.8674794520548","1484.2201196721312","1474.7226589041095","1676.3223328767124","1821.894987671233","2013.3834158469945","2008.9837287671232","1939.694195890411","1862.5945232876713","1865.053293989071","1791.868902739726","1821.3070671232877","1744.5212356164384","1766.3677956284153","1822.4183277021286"
"INTL.53-1-REU-TBPD.A","        Reunion","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-ROU-TBPD.A","        Romania","","","","","","","","252","255","256","255","252","235","233","227","203","190","167","146","147","142.80001643835615","148.91643835616438","149","150.2","149.1","147.44383561643835","140.1109589041096","137.15914919632786","139.58820027106304","140.42832235616436","133.65819706849314","131.63163387978142","124.7218493150685","116.6412904109589","115.65127123287671","116.47180655737705","111.01130410958905","104.74586301369862","104.4472397260274","100.39938633879781","102.56852465753425","102.38207123287671","99.72509452054794","93.41093606557376","87.77376164383561","86.98507397260273","88.36667808219178","86.06787267759563","84.27429201089343"
"INTL.53-1-RUS-TBPD.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","7631.937155737705","6951.008720547945","6307.084931506849","6172.72191780822","6016.87431693989","6101.084931506849","6069.582191780822","6312.3835616438355","6723.6388897165725","7159.734757047951","7658.891183459757","8534.778552042719","9273.770661202187","9511.241178082191","9732.350383561643","9938.182175342467","9874.280672131148","10047.463842465753","10288.293175342465","10408.92329589041","10596.19848852459","10765.587547945206","10853.31776849315","11034.93988630137","11244.645296721312","11230.708615502315","11384.519334889048","11473.707151875347","10495.997380304123","10776.717885604427"
"INTL.53-1-RWA-TBPD.A","        Rwanda","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SHN-TBPD.A","        Saint Helena","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LCA-TBPD.A","        Saint Lucia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-WSM-TBPD.A","        Samoa","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-STP-TBPD.A","        Sao Tome and Principe","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SAU-TBPD.A","        Saudi Arabia","7596.13698630137","8479.887671232877","7075.07397260274","8576.967213114754","9245.019178082192","8300.712328767124","9531.956164383562","9900.158469945356","9814.94794520548","6482.991780821918","5085.895890410959","4663.20218579235","3387.821917808219","4870.016438356164","4264.991780821918","5085.950819672131","5064.156164383561","6410.003594520548","8114.995863013699","8332.19425005537","8893.532876712328","9101.17808219178","9235.190410958905","9237.669945355192","9400.294520547945","9471.576712328768","8906.975342465754","9475.748954333218","9156.639950838093","8809.506657534248","10076.810606219175","10796.241672131147","11496.30798630137","11098.438767123287","10748.622849315068","11428.34133442623","10314.091646575342","9748.230344267124","11017.795161247945","11490.271362071584","11272.06726529041","11334.209710064384","11763.097062442466","12170.176155737705","11832.442371232877","12113.912286301369","11466.685635616439","10846.0002","10835.340692359574"
"INTL.53-1-SEN-TBPD.A","        Senegal","","","","","","","","0","0","0","0","0","0","0.1","-0.1","-0.2","-0.1","-0.2","-0.0949677812968877","-0.0630392317704918","-0.046","0","0","0","0","0","0","0.015475488273224","-0.0275258125643836","-0.0211266817150685","-0.0312875074575342","-0.059","-0.039","-0.013","-0.065","-0.0777","-0.0277","0.03312","0.01309","-0.05420000000000001","-0.03410000000000001","-0.0226","-0.0248","-0.0241","-0.0251","-0.0254","-0.0265","-0.0251","-0.02740680846674951"
"INTL.53-1-SRB-TBPD.A","        Serbia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","16.948","16.857","18.4502","19.7901","22.0376","19.64022191780822","18.06906775956284","19.991290410958904","19.39345616438356","22.99586712328767","22.6169","19.6839","18.704","18.7282","17.935856830601093","16.985803316804905"
"INTL.53-1-SYC-TBPD.A","        Seychelles","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SLE-TBPD.A","        Sierra Leone","","","","","","","","0","0","0","0","0","0","-0.0114540886191781","-0.0538720523013698","-0.0397859058579235","-0.0382287041260274","-0.037980268230137","-0.0375701267123288","-0.00739125424043715","-0.035","0.1","0","0","0","0","0","-0.00204215223497268","0","0.000836068399999989","0.0039929292657534","0.001","0.003","0.029","0.025","0.03165","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SGP-TBPD.A","        Singapore","","","","","","","","4","4","4","4","4","4","-6.2","1.1","-5.7","-6.6","-6","-1.9","-4","-0.6","-3.1","-1.2","6.4","5.4","3.2","6.3","13.0945737166776","14.9560429392219","8.29042467723836","9.70065583884384","9.836","8.573","9.967","11.608","22.668","17.9403","20.2729","31.2596","35.8818","31.8839","35.9443","30.9931","31.6106","19.0121","19.2382","19.5112","18.444","20.171733955009085"
"INTL.53-1-SVK-TBPD.A","        Slovakia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0.83","1.1","2","2.1","2","1.7","1.5","3.19072131147541","4.06659726027397","8.992169863013709","9.872504109589038","11.1614043715847","12.86668493150685","12.923","8.60954794520548","10.502068852459017","7.054424657534247","12.135","9.9877","8.9624","10.9507","10.6264","11.732800000000001","11.8556","9.075061643835616","6.177256164383562","5.569160273972603","5.908251912568306","6.362793499200297"
"INTL.53-1-SVN-TBPD.A","        Slovenia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.1","0.14","-0.1","0","0","0","0","0","0.02832723857377047","0.01556797753424658","0.01504531835616438","0.01184959859726027","0.006","0.105","0.105","0.105","0.165","0.145","0.375","0.015","0.025","0.035","0.005","0.005","0.005","0","0","0","0","0.004958904109589041"
"INTL.53-1-SLB-TBPD.A","        Solomon Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SOM-TBPD.A","        Somalia","","","","","","","","0","0","0","0","0","0","0.2","0.1","0.1","0.1","0.1","0.059655704","0.0538061777213115","0.054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-ZAF-TBPD.A","        South Africa","","","","","","","","0","4","20","55","55","60","67","72","67","77","77","77","140","194","195","207","208","210","214","194.7","201.6306098080492","209.28577102293698","211.44428404715072","202.30935573327676","234.041868852459","215.21073972602738","201.40716438356165","196.19553424657533","193.14016666666666","180.7872","178.26185068493152","179.4813","177.57686830601094","177.83412191780823","161.0005","120.8933","115.5072","119.36871780821917","114.87995616438356","117.59168219178082","104.38470218579235","111.66152913479941"
"INTL.53-1-KOR-TBPD.A","        South Korea","","","","","","","","0","0","0","0","-13","-9","-8.1","-7.4","-9.6","-12","-9.8","-21","-24","-23.476","-24","-22","-15","-0.7","10.7","5.5","14.01130601092902","14.78218630136982","21.9132630136986","14.58881917808221","16.918","17.248","21.293","30.032808219178083","40.542668852459016","49.81304383561644","59.2443","58.6685","70.95830000000001","71.5391","81.0593","90.9555","89.905","88.31667808219179","93.58673698630137","96.89979452054794","99.00579071038253","108.1516268334663"
"INTL.53-1-SSD-TBPD.A","        South Sudan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","22.81160655737705","115.77000273972602","147.76291506849316","152.63880273972603","152.45901639344262","150.12476583882116","155.7925489275114","157.11030150636986","162.530858541439","157.12214203150683"
"INTL.53-1-ESP-TBPD.A","        Spain","","","","","","","","13","3.9","13","46","37","40","47","44","46","39","37","42","43","34.399","35","31.832876712328765","26.34426229508197","22.6","25","22.07945205479452","23.82754918032788","27.6552671232877","27.857595890410998","33.1697684931507","37.88726775956284","37.54715068493151","38.260520547945205","28.209945205479453","26.542066666666667","26.100086301369863","50.442302739726024","47.448923287671235","47.93823224043716","64.80238630136986","64.23621506849315","62.52895479452055","60.42126666666667","70.74224931506849","71.19153424657534","76.43326712328768","74.60522786885245","76.7029266791065"
